movie_id,title,genres,imdb_id,tmdb_id,year,budget,vote_count,vote_average,revenue,runtime,popularity,overview
78772,The Twilight Saga: Eclipse,Fantasy|Romance|Thriller|IMAX,1325004,24021,2010,68000000.0,6336.0,6.2,698491347.0,124.0,58.581,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life."
78893,The Last Airbender,Action|Adventure|Fantasy,938283,10196,2010,150000000.0,2728.0,4.7,318502923.0,103.0,25.607,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations."
79057,Predators,Action|Sci-Fi|Thriller,1424381,34851,2010,40000000.0,2551.0,6.1,127233108.0,107.0,27.615,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted."
79091,Despicable Me,Animation|Children|Comedy|Crime,1323594,20352,2010,69000000.0,11684.0,7.2,543513985.0,95.0,41.228,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care."
79132,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205,2010,160000000.0,27308.0,8.3,825532764.0,148.0,50.27,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
79134,Grown Ups,Comedy,1375670,38365,2010,80000000.0,4051.0,6.2,271430189.0,102.0,40.191,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."
79139,The Sorcerer's Apprentice,Action|Adventure|Children|Comedy|Fantasy,963966,27022,2010,150000000.0,3647.0,6.0,215283742.0,109.0,27.061999999999998,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness."
79185,Knight and Day,Action|Comedy|Romance,1013743,37834,2010,117000000.0,3062.0,6.1,261930431.0,109.0,23.36,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust."
79224,The Karate Kid,Action|Children|Drama,1155076,38575,2010,40000000.0,4038.0,6.4,357852395.0,140.0,36.933,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life."
79293,Salt,Action|Thriller,944835,27576,2010,110000000.0,3923.0,6.3,293329073.0,100.0,31.805999999999997,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"""
79592,The Other Guys,Action|Comedy,1386588,27581,2010,100000000.0,2801.0,6.3,170432927.0,107.0,22.496,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff."
79695,The Expendables,Action|Adventure|Thriller,1320253,27578,2010,80000000.0,5563.0,6.1,274470394.0,103.0,30.691,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city."
79702,Scott Pilgrim vs. the World,Action|Comedy|Fantasy|Musical|Romance,446029,22538,2010,60000000.0,5091.0,7.4,47664559.0,112.0,31.445,"As bass guitarist for a garage-rock band, Scott Pilgrim  has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors."
80219,Machete,Action|Adventure|Comedy|Crime|Thriller,985694,23631,2010,20000000.0,2286.0,6.3,44093316.0,105.0,19.875,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss."
80363,Resident Evil: Afterlife,Action|Horror|Sci-Fi|Thriller|IMAX,1220634,35791,2010,60000000.0,2591.0,6.0,300228084.0,97.0,0.995,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap."
80463,The Social Network,Drama,1285016,37799,2010,40000000.0,8076.0,7.3,224920315.0,121.0,32.72,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications."
80489,The Town,Crime|Drama|Thriller,840361,23168,2010,37000000.0,3155.0,7.2,154026136.0,125.0,26.241999999999997,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case."
80549,Easy A,Comedy|Romance,1282140,37735,2010,8000000.0,5177.0,6.8,74952305.0,93.0,20.118,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all."
80860,Life As We Know It,Comedy|Romance,1055292,38408,2010,38000000.0,2292.0,6.9,105610124.0,114.0,23.906999999999996,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof."
81229,RED,Action|Comedy,1245526,39514,2010,58000000.0,4916.0,6.7,71664962.0,111.0,21.046999999999997,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants."
81537,Due Date,Comedy,1231583,41733,2010,65000000.0,3826.0,6.3,211780824.0,95.0,21.936,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor."
81562,127 Hours,Adventure|Drama|Thriller,1542344,44115,2010,18000000.0,5461.0,7.0,35692920.0,94.0,15.505,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.
81564,Megamind,Action|Animation|Children|Comedy|Sci-Fi|IMAX,1001526,38055,2010,130000000.0,4629.0,6.8,321885765.0,96.0,43.736999999999995,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life."
81591,Black Swan,Drama|Thriller,947798,44214,2010,13000000.0,10336.0,7.6,329398046.0,108.0,28.858,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.
81782,Unstoppable,Action|Drama|Thriller,477080,44048,2010,100000000.0,2351.0,6.5,167805466.0,98.0,24.186999999999998,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine."
81834,Harry Potter and the Deathly Hallows: Part 1,Action|Adventure|Fantasy|IMAX,926084,12444,2010,250000000.0,13449.0,7.8,954305868.0,146.0,71.633,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
81845,The King's Speech,Drama,1504320,45269,2010,15000000.0,6286.0,7.7,414211549.0,118.0,19.836,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war."
81847,Tangled,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,398286,38757,2010,260000000.0,8021.0,7.6,592461732.0,100.0,34.869,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs."
81932,The Fighter,Drama,964517,45317,2010,25000000.0,2968.0,7.4,93617009.0,116.0,21.025,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime."
82152,Beastly,Drama|Fantasy|Romance,1152398,38117,2011,17000000.0,2208.0,6.3,43202283.0,86.0,21.629,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist."
82167,Love & Other Drugs,Comedy|Drama|Romance,758752,43347,2010,30000000.0,3372.0,7.0,102820008.0,112.0,30.947,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love."
82169,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure|Children|Fantasy,980970,10140,2010,155000000.0,4053.0,6.4,415686217.0,113.0,23.837,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world."
82202,The Tourist,Drama|Thriller,1243957,37710,2010,100000000.0,3987.0,6.2,278731369.0,103.0,21.807,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle."
82459,True Grit,Western,1403865,44264,2010,38000000.0,3658.0,7.3,252276927.0,110.0,15.377,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn."
82461,TRON: Legacy,Action|Adventure|Sci-Fi|IMAX,1104001,20526,2010,170000000.0,5212.0,6.4,400062763.0,125.0,22.160999999999998,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world."
82852,Little Fockers,Comedy,970866,39451,2010,100000000.0,2347.0,5.6,310650585.0,98.0,17.146,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house."
83349,The Green Hornet,Action|Comedy|Crime|Fantasy|Thriller|IMAX,990407,40805,2011,120000000.0,2314.0,5.5,227817248.0,119.0,20.29,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz)."
83613,Cowboys & Aliens,Action|Sci-Fi|Thriller|Western|IMAX,409847,49849,2011,163000000.0,3719.0,5.5,174822325.0,119.0,25.939,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival."
84152,Limitless,Sci-Fi|Thriller,1219289,51876,2011,27000000.0,7742.0,7.2,161849455.0,105.0,19.918,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film."
84374,No Strings Attached,Comedy|Romance,1411238,41630,2011,25000000.0,3357.0,6.2,149228077.0,107.0,27.656,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?"
84601,Unknown,Drama|Mystery|Thriller,1401152,48138,2011,30000000.0,2629.0,6.6,130786397.0,113.0,21.009,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
84772,Paul,Adventure|Comedy|Sci-Fi,1092026,39513,2011,40000000.0,3873.0,6.6,97552050.0,104.0,34.945,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run."
84944,Rango,Action|Adventure|Animation|Children|Comedy|Western,1192628,44896,2011,135000000.0,4354.0,6.7,245724603.0,107.0,33.289,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt."
84954,The Adjustment Bureau,Romance|Sci-Fi|Thriller,1385826,38050,2011,50200000.0,3202.0,6.7,127869379.0,106.0,18.35,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved."
85020,The Mechanic,Action|Drama|Thriller,472399,27582,2011,40000000.0,2144.0,6.4,51070807.0,93.0,32.843,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached."
85056,I Am Number Four,Action|Sci-Fi|Thriller|IMAX,1464540,46529,2011,50000000.0,3487.0,6.1,149878437.0,109.0,32.760999999999996,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger."
85131,Battle: Los Angeles,Action|Sci-Fi|War,1217613,44943,2011,70000000.0,2466.0,5.6,211819354.0,116.0,31.340999999999998,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before."
85367,Just Go with It,Comedy|Romance,1564367,50546,2011,80000000.0,3869.0,6.6,214945591.0,117.0,31.921,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives."
85397,Red Riding Hood,Fantasy|Horror|Mystery|Thriller,1486185,49730,2011,42000000.0,2392.0,5.9,89162162.0,100.0,28.338,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them."
85414,Source Code,Action|Drama|Mystery|Sci-Fi|Thriller,945513,45612,2011,32000000.0,5743.0,7.3,147332697.0,93.0,21.705,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time."
85510,Sucker Punch,Action|Fantasy|Thriller|IMAX,978764,23629,2011,82000000.0,3333.0,6.1,89792502.0,110.0,27.314,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility."
85788,Insidious,Fantasy|Horror|Thriller,1591095,49018,2010,1500000.0,4537.0,6.9,97009150.0,103.0,48.511,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought."
86190,Hanna,Action|Adventure|Mystery|Thriller,993842,50456,2011,30000000.0,2341.0,6.6,63782078.0,111.0,19.156,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity."
86298,Rio,Adventure|Animation|Children|Comedy,1436562,46195,2011,90000000.0,4674.0,6.6,484635760.0,96.0,34.293,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda."
86320,Melancholia,Drama|Sci-Fi,1527186,62215,2011,7400000.0,2220.0,7.2,15946321.0,135.0,17.498,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
86332,Thor,Action|Adventure|Drama|Fantasy|IMAX,800369,10195,2011,150000000.0,15453.0,6.8,449326618.0,115.0,46.94600000000001,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
86644,Fast Five,Action|Crime|Drama|Thriller|IMAX,1596343,51497,2011,125000000.0,5508.0,7.2,626137675.0,130.0,4.841,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom."
86833,Bridesmaids,Comedy,1478338,55721,2011,32500000.0,3295.0,6.5,288383523.0,125.0,19.589000000000002,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love."
86880,Pirates of the Caribbean: On Stranger Tides,Action|Adventure|Fantasy|IMAX,1298650,1865,2011,380000000.0,10285.0,6.5,1045713802.0,136.0,52.588,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
